date,port01,port02,port03,port04,port05,port06,port07,port08,port09,port10,portLS
1985-08-22,-2.09874020775459,-0.114880693482736,1.11099164553602,0.368089134012413,-0.287142366934179,1.06530570125946,-0.183245310733067,-0.250195156230198,0.314937478236128,0.679723861608838,2.77846406936343
1985-08-23,0.323351432861872,-0.555739526619516,0.747546187525662,1.08522179201971,-1.42369968127787,-0.586673662455415,1.66859742818752,-0.753855085156712,-0.306108598846016,-0.421893306487766,-0.745244739349637
1985-08-26,-0.719975845712331,0.645670290507022,0.833868155296158,0.29092287623895,0.691127579488503,0.353366681189126,-0.953757262261892,-0.187825301146084,0.61068666456057,-0.150389747103743,0.569586098608588
1985-08-27,-0.126571201228701,-0.33404582777554,-0.387680609415396,0.423677945208399,0.399433337104273,-1.28128658880104,-0.150079442492572,0.207366714652015,0.424676133619967,0.389913041475692,0.516484242704392
1985-08-28,-0.683186932968321,-0.835653837078734,0.380111308227685,-0.937366037186398,-2.32015293092583,0.456491765846152,-0.0384795532351114,0.531243417452927,1.26985589043952,-0.0568626947086965,0.626324238259624
1985-08-29,-0.998349818429616,-0.644768295158023,0.458974150699717,-0.44413480195013,0.748858887573199,0.0471361789201146,-0.327171786868333,0.577287159077391,0.0255981318175363,0.373338218252488,1.3716880366821
1985-08-30,-0.846020329189312,0.130553465203989,1.04939666362395,0.261615273940962,0.0866524170699192,-0.362913210275782,0.221903100307536,0.30086281350696,-0.283047341764151,0.345500826979298,1.19152115616861
1985-09-03,-0.40704,-0.6891,0.3876,-0.9721,0.25085,-0.380675,-0.04242,-2.999725,-0.0511,-0.73024,-0.3232
1985-09-04,-0.849254414307999,0.03085467833843,0.0619847471201622,0.727291019439976,0.747265613209264,-1.22539260128494,1.37901083571651,-0.255096285964138,-0.228526051287208,-0.0812955190986661,0.767958895209333
1985-09-05,-0.872407859234885,-0.578433888527195,-0.0393223541952413,0.697010573686323,-0.448882720118809,0.399352207128573,-0.26148567700119,1.54830408563995,0.509303613429866,0.439225786845701,1.31163364608059
1985-09-06,-1.24884697282348,-0.138445378363619,0.959882560233039,0.355074027175837,1.36291088556988,-0.127124412472951,0.364587789709135,1.24563902661898,-0.361975099952077,0.236847887401571,1.48569486022505
1985-09-09,0.552301138122869,-1.17450725244276,-0.210013240471838,0.61746172304539,-0.547951999985641,-3.09879282697273,-1.61251641506604,-0.430932922571006,1.29720553784658,-0.501925066178485,-1.05422620430135
1985-09-10,-1.2756321918311,-1.96822284767096,-0.912445509697191,-0.673026014459455,-1.71499878261355,-0.383418123185658,-2.32660287205339,-0.765127280120372,-0.0823732866800498,0.696230474867617,1.97186266669871
1985-09-11,0.0392618751332518,-1.19406542466209,-0.535249897469284,-0.140809970340772,-1.21739710567311,-1.3968910731932,-2.28266382439849,-0.530095771627676,-0.890829679881234,-1.00994573723714,-1.04920761237039
1985-09-12,0.393578345997834,1.27998199563513,1.23634359428513,-1.96544185101384,0.636517996958487,-1.69599423938977,-0.0814920744326691,-0.0612454810023107,0,-1.10675453486556,-1.50033288086339
1985-09-13,0.705814348958599,0.0879663203942012,-0.53155115120549,0.138132895344114,-1.06335113170928,-1.51619694684455,-1.7023368479878,-1.59987211682426,0.321816596194558,-0.635219944098681,-1.34103429305728
1985-09-16,-2.52139616833407,-0.995437910659529,-0.203628877803793,-0.222292291096618,0.431438638432757,0.208659500625915,-0.396866547571299,0.187737960267976,-0.144366576645702,0.0754888370707498,2.59688500540482
1985-09-17,-4.31679503862352,-1.21261367089196,-0.0711845021195809,-1.22596952092141,-2.11242474198381,-1.53798960649933,-1.79510300385651,-5.87350687259307,-0.404269013142737,-0.144725453436019,4.1720695851875
1985-09-18,0.0342330491263205,0.927226093767877,0.0668577563967265,0.51775647200709,0.281943833373972,-0.20760453715912,1.94208754759511,1.62289949149925,-0.0535728184070698,0.00133887500423936,-0.0328941741220812
1985-09-19,-0.253039011590483,-0.418645381585175,0.136176793685426,1.63274455039622,0.978435957019037,2.91894802275933,0.461876931659839,1.19204034911513,0.322715315340758,0.983701678716724,1.23674069030721
1985-09-20,-0.0512541878446656,-0.546904630443198,0.0245432519807825,0.129727839978283,0.685549390728824,0.696469805909998,0.636434818039098,0.16386876458053,0.436739417195703,1.98158754217288,2.03284173001755
1985-09-23,0.199586287476347,-0.571034406146893,-0.312944777464125,0.104999156467568,0.30619693274604,0.0111046687486029,1.9500969438336,1.40949092366432,0.400589053411279,-1.20525593464018,-1.40484222211653
1985-09-24,-1.63211379030456,0.203922095036448,-3.05627700208932,-0.419458559679475,-0.328102503265978,-1.00222440727295,0.510339903845761,-1.92943321371746,-0.225999367081924,-0.0440858934694921,1.58802789683507
1985-09-25,-0.990986473334706,0.0142710483569034,-0.229419877781658,-1.75970530214489,-1.33404232685263,-1.06775346976309,-0.563987253965482,-2.03296520640799,-0.21348823170155,-0.640022896466407,0.3509635768683
1985-09-26,-1.89002692431436,-0.14012096915356,-0.430241737171543,0.855059938503338,-0.748034821731501,-0.566283819147888,-0.0342403514964524,-0.807619558640948,-0.12300095119536,-0.520254203068323,1.36977272124604
1985-09-30,-0.740769734456551,1.95393686769194,0.571442907561375,-1.03543896257515,-0.201343716949618,-0.466956440344114,0.285328233913018,0.571995467087388,1.47871356123113,-1.00700128587301,-0.266231551416455
1985-10-01,-1.05982,1.079475,-0.2256,1.92438,1.0975,1.10875,0.37652,2.4109,0.688725,0.39688,1.4567
1985-10-02,-6.79280635145398,-1.18936476275228,0.308873309661597,-0.798191448679894,0.951358015776849,-0.16275386754361,0.463542890867306,-1.95235679568776,-1.4942916222,-0.588105434053329,6.20470091740065
1985-10-03,-0.0436587298682373,-0.043197638753782,-0.498875423749044,-1.26549970121549,-0.615616700173809,-0.568376409648221,-0.302242982293051,1.95459066411505,0.192773616232215,-0.381846913706483,-0.338188183838246
1985-10-04,1.83058584651522,2.02180731409686,-0.707619140567593,-0.0546873233854209,-1.23028661309552,1.68973425783049,-0.163646351994125,-0.747247690307628,0.20039683870167,-0.463108810159256,-2.29369465667448
1985-10-07,0.011125084181854,-0.668785085882133,-0.160738740780881,0.52157595208738,-0.901870061670551,-2.58478726369547,-1.03898594600715,-3.54075972285348,0.165221018155775,0.0796964779779472,0.0685713937960932
1985-10-08,-3.57454270953982,-0.40237503459162,-1.0429582202159,-0.506515514735531,-1.57591045690842,0.171768949799071,0.192714443470408,-1.76550773451468,0.00796002396389911,-0.774902329523108,2.79964038001671
1985-10-09,-0.546095023405155,-0.680483670569686,-0.105503767081138,1.13902148192888,1.16719537521182,-0.403715965365988,-0.0844096252223775,0.892501896027742,-0.0694415493269957,1.32075025973536,1.86684528314052
1985-10-10,-3.17750195095808,-1.27757692385854,0.696223688592766,1.07639594346796,1.81647014099073,-0.102366151297082,0.20783610486958,1.38623089436248,-0.0921948093679944,-0.281453752457572,2.89604819850051
1985-10-11,-2.13017858864504,1.52612918525088,-0.167519913592686,0.572778980056348,1.83671840585921,-0.629389768961661,1.5061907472893,2.23407737377572,-2.37690193771209,1.34816540177744,3.47834399042248
1985-10-14,7.54765226646246,3.37894471414802,0.143173401880231,2.01579644785457,0.386023475340952,0.94746824332095,0.806978399667798,2.08313987379399,1.86286125395521,3.14510678713644,-4.40254547932602
1985-10-15,-1.66707572969064,2.03500883999749,-0.363749337980935,2.21137824815471,0.880516768569021,0.577986946353331,-0.28819109443699,-1.21614127792903,-0.981949912631103,-0.226123505626877,1.44095222406376
1985-10-16,3.8732396612768,-0.554062712320724,-0.234531380497216,0.75799948901051,0.285489323354571,1.03609141704299,-0.00668954993181982,-0.411799990201447,2.30799416153603,1.55079538953398,-2.32244427174282
1985-10-17,-0.394633747995389,-0.229978382127444,0.29552904500108,-1.00464753747436,0.978611833265749,1.16091983503767,0.526150017990605,2.94689396532603,0,0.670474251677488,1.06510799967288
1985-10-18,-0.253690594954425,-0.461310914603516,-0.187740971270074,-1.49828163977653,0.139862884557433,-0.535959768082151,0.282898001923101,-1.1134239084507,-0.167998779315461,-0.963764555764055,-0.71007396080963
1985-10-21,-2.17449619862962,-0.576500650493203,0.416631248221555,-0.71971648166389,-0.413347123223339,-1.38250164819838,-0.00663485947910875,-1.33267627534447,-1.00044377144316,-0.157749795134731,2.01674640349489
1985-10-22,1.05727237403277,0.639461057555062,-0.348844002725586,0.753461446500577,-0.531252279214682,0.384390379962985,-0.801096201831365,1.15248988970323,-1.54673476760658,0.409106250035049,-0.648166123997717
1985-10-23,2.26047039248856,-0.493203169073174,0.500434437175787,-0.862466281000486,0.135451393393097,0.935607472121812,1.49022948940384,-0.40699681413013,-0.967092498587034,0.559731170635951,-1.70073922185261
1985-10-24,3.96328037941442,-0.195307622839903,-0.132888711127626,0.954743148530703,0.257286100407541,-1.09428102965217,-0.21564164105533,0.47871258308905,0.714240960614128,-0.70361435404772,-4.66689473346214
1985-10-25,-0.818395043508995,-0.143302202249341,-0.538755148423912,-0.54336301452381,0.0567500720126649,-0.0781386444970024,-0.966537545965038,0.447901977996667,-1.03431187249608,0.243140419551861,1.06153546306086
1985-10-28,-0.758961871007432,-0.384752091915729,-0.238271923949978,-1.18237259774042,-0.979734457414277,0.7271820587538,-0.830647899204833,0.10680805950721,0.734277745740977,-0.463373499133136,0.295588371874296
1985-10-29,0.811552270851078,0.193332622363846,3.40225738999695,1.39368476592587,0.0259457341913699,1.85526890296497,0.192760579092495,0.604560991774132,-0.00578743830393187,1.8283702825089,1.01681801165782
1985-10-30,-0.39675510482952,-0.193210528784707,-0.984974625286479,-1.04060479202901,2.00296045955953,1.0911161723567,-0.676386450226223,-0.675848900180235,-0.554209681522312,-0.196708155790404,0.200046949039116
1985-10-31,-0.927496424157041,0.143762941529919,0.587449867702724,0.295050233386619,2.40392674208588,-0.239443177073598,0.602440043847145,0.623730559008143,-1.61814143257297,-0.147933084885461,0.77956333927158
1985-11-01,0.89228,0.56992,0.3424,1.05718,1.41235,0.67692,0.89492,-0.306,1.12898,-0.24036,-1.13264
1985-11-04,-2.87937450306406,1.6141536907457,0.72325275394549,0.497493222233195,0.850519578927024,0.865373306076507,0.0284347495988897,-0.400285061939535,0.388774310173009,-0.490096665685642,2.38927783737842
1985-11-05,1.72663207932876,1.29861487152013,0.308027476645042,1.09843901175138,1.1022288772346,-0.658034367299376,-0.0405507247623009,-0.537358368791899,-0.307045637057299,0.807706243438663,-0.918925835890096
1985-11-06,1.01130342332755,-0.411678599877987,1.23768430170971,0.0173321505996171,0.68005132134511,-0.879623106069675,-0.127155085253188,1.01216197399175,0.700467286693275,1.97988882485158,0.968585401524035
1985-11-07,-0.970746821723639,-3.48342887024872,0.0746087240429432,0.335307623058447,1.73364552143583,0.555244520190253,0.0451095093850199,1.27834941011786,-0.170646504281038,-0.737414932704928,0.233331889018711
1985-11-08,-0.294476060495701,1.24296506831127,2.16709617671981,0.541422451933563,0.537270675420065,1.03489614891222,-0.271410025346117,-0.0229338641524772,0.423917594235729,0.753166587513105,1.04764264800881
1985-11-11,1.36793063152146,-0.329172193296889,0.458791697446007,1.12498881416578,-0.211670995099105,0.868220082587464,0.943640718598444,0.725175786918231,0.181241455422956,0.3298018257824,-1.03812880573906
1985-11-12,-0.830025677571275,1.59804031514386,1.27263616265451,1.17107563879144,0.825261542252929,0.199384317614981,0.0288409273627555,-0.00379480765664943,-0.0793341167052498,0.240202207791734,1.07022788536301
1985-11-13,0.45417500690682,-1.59377579048567,-1.31740101451972,-2.58010444812231,-1.14719268183376,-0.936162391246619,-1.17442700804395,-0.641907196024765,0.136737625532818,0.27637243016667,-0.17780257674015
1985-11-14,0.290406577039379,-0.202370742942264,-0.220866048367251,1.21869115961404,0.294358695349052,1.32975816652432,0.211948288338158,1.15845534539908,1.75541928756838,0.674717980029214,0.384311402989834
1985-11-15,0.357958228099468,1.15873861612327,0.61806388276981,-0.0168856988548746,1.17238432988254,-0.342411074750326,1.24120708675705,-0.51340443535894,1.07021063593102,0.234721881290801,-0.123236346808667
1985-11-18,-0.226302615627652,-1.32008654591618,0.724080569337862,-0.906929313408814,-1.67044091098505,2.27495456788501,1.13612798792352,0.415652642522667,-1.00654827895824,-0.517071275395569,-0.290768659767916
1985-11-19,0.13715419519282,1.70964860686957,0.401721251909921,0.0688654167328458,-0.558560193637135,0.754482173856627,0.374815760609206,0.780766177265947,-1.23866804224027,-0.204918255359949,-0.342072450552768
1985-11-20,0.0456372969176687,0.275108399340001,1.4750324948704,-0.013491257011399,-0.603291901365939,0.776230806280252,1.68665578259154,-0.70572164598999,-0.585458927866012,-0.713321650448246,-0.758958947365915
1985-11-21,0.630887940430721,0.744509658716394,0.711026617833431,1.12603220179475,0.654051597260385,0.683252898222285,0.752700066612643,-0.0622867667334609,1.02121767543889,0.14413629931185,-0.486751641118872
1985-11-22,0.94281271972963,0.208608135508833,-0.180087224581181,0.665962943780557,0.0684627130564297,-0.0813696576384757,1.75636970310155,1.10267172466973,0.842742419235209,-0.1439160259753,-1.08672874570493
1985-11-25,0.384012589665225,-1.09068273347275,-1.06485171756348,-0.998063399569492,-1.08780651048247,0.714118242028164,-1.74266977602296,1.16957249881759,-0.913557235510995,-1.13986172381432,-1.52387431347954
1985-11-26,0.107116371393258,0.554162048869019,-0.574411944301126,-0.604832337480638,-0.46019244036652,-0.644999066291135,-0.523719162807549,0.28145082601781,0.920978028912369,-2.13268276800683,-2.23979913940009
1985-11-27,-0.18377306271634,0.619598205481186,1.31436510982983,0.299536783873651,0.103759603621346,2.15884074324361,0.165697704327359,1.64069055707198,0.592057332758476,0.558476384352839,0.742249447069179
1985-11-29,0.808971807131886,0.907018289197518,-1.70721083510911,0.786290435614107,0.225888758547941,0.543589245140506,-0.536667522836369,-0.551867290482961,0.109873836803703,0.799285451282831,-0.00968635584905464
1985-12-02,-2.10821666666667,1.8558,0.04975,0.25464,-0.3364,0.0604333333333333,-0.58614,-0.5392,-0.25668,-0.363266666666666,1.74495
1985-12-03,-1.25264376935279,-1.62154837197293,0.558026269880734,-0.152280047427231,0.752620133990745,-0.313422371713361,0.0433702188809489,-0.326880449701457,1.258323817595,0.400388628691828,1.65303239804462
1985-12-04,2.40216575989182,3.7277443172652,1.15824185740962,1.54917594932558,-0.0822373275032239,1.33259173227653,1.2603954656908,1.61385642326393,2.80798147158842,1.61221875788641,-0.789947002005409
1985-12-05,0.606525092076014,0.480375969825737,0.376353536449672,0.444104562910825,-0.123876539109164,0.892580334950457,1.40537852996897,0.892873493601224,0.528893675933558,0.453081119175537,-0.153443972900477
1985-12-06,-2.76533387605926,0.604763064878139,-4.26658065261752,-0.606973280412492,-2.15691771310668,-0.626245776469321,0.929155686339921,-2.53353285654587,-1.03486258586115,-0.788903467522623,1.97643040853664
1985-12-09,0.681640662817504,-0.492754676801437,-1.5551296975628,0.3646459176447,-0.794270600343719,-0.434371621162054,1.04479121496552,2.23447097081376,0.638424193674255,-0.532802261555316,-1.21444292437282
1985-12-10,1.04601946281727,-0.352544470929042,0.276010600008303,-1.24229298394748,-0.014871094571912,0.204423071323951,0.237254928653789,1.85262733687162,0.956492661521439,-0.133370576132483,-1.17939003894975
1985-12-11,1.50374194207104,0.821999099813945,0.923360817360775,1.57613923088622,-0.0200631879267694,0.232158629105946,2.46640238142617,2.1014969725186,0.443730379528662,2.39308302064926,0.889341078578216
1985-12-12,0.260798458936689,0.303226648508122,4.05768583482358,0.249766827894652,0.541670010091121,-0.359322190833868,-0.789828014861954,-2.14612192659939,0.28816510332446,0.855043963791064,0.594245504854375
1985-12-13,3.22793093529767,3.86269635123498,2.57764165570829,1.27042195429765,0.0948253322978791,1.23493738502636,1.59172289918542,1.02440068475467,-0.0491497057711227,1.11579150574799,-2.11213942954968
1985-12-16,0.0514142544064527,-0.759699747443815,-0.770040018486917,0.185649785623537,-0.662097002416208,-0.248493467444355,0.263293560532075,-0.665242227508702,0.117829136452319,2.16929133704499,2.11787708263854
1985-12-17,-1.86350115037365,-0.0971991388809259,1.03850842748374,-0.702348805146746,-0.707966773353134,1.15924958891469,-0.443339366222462,-0.489998148161104,-0.837241128003574,-0.999949268651798,0.86355188172185
1985-12-18,-3.8222745531083,0.835887388279655,-0.718597608325234,-0.0342390772088104,-0.421301634183551,1.70453749924707,-1.17359897868245,-0.73086809305418,-0.717971303361316,-2.07089949008069,1.75137506302761
1985-12-19,1.82312743688951,0.682528282431468,-1.26936099611245,-0.423992348637056,1.49338974697162,0.307841818016566,-0.238031633546382,1.79982016248268,0.389926101655069,-0.230151539232011,-2.05327897612152
1985-12-20,0.828774811503122,2.16015727003175,1.17297352021735,0.33447643046355,0.433360403776613,-0.400346987815069,-0.756334025385304,0.248307520854169,0.866631275586084,0.270705282564783,-0.558069528938339
1985-12-23,-1.02481672542607,0.466423312994175,-1.9202555979919,0.945192012812319,-0.944899145101307,-0.478042433149206,-0.162073787992148,-0.969635072048934,-0.210992702117844,-1.65541914038246,-0.630602414956398
1985-12-24,-0.331775760808848,-0.281702079327913,-0.570184167133958,1.14405612612882,-0.148802349523634,-0.709347296263481,-0.441040323150438,-0.521198514277444,-0.510779671123789,-0.804449585906029,-0.472673825097181
1985-12-26,0.794736211592218,0.743476566158603,0.816564706098372,-0.416287413968493,1.4319647133951,0.155365052551489,0.475049223132397,-0.174879437661087,0.330736026570894,0.947614345623199,0.152878134030981
1985-12-27,0.841586496083901,3.50671383920618,0.869054009908818,0.679364985359933,0.983705439080305,0.468195810360292,0.313150025894968,0.116409683397832,0.336558212000847,1.04503744619501,0.20345095011111
1985-12-30,-1.33350199664656,0.148141015213851,-0.206509612105474,0.489158859536043,-1.32405540141408,0.66999403781909,1.25815157303689,-0.0497916766556761,0.510407328676573,1.40161016872779,2.73511216537435
1985-12-31,1.96275107660253,-0.835974012221568,0.434524190716979,1.20340212371782,1.91542011815074,-0.224928911182722,-0.511394613331931,0.984325469437021,0.756008155597687,0.833995272793592,-1.12875580380894
1986-01-02,-0.182539285714286,0.0523678571428571,-0.135718518518519,-0.506453571428571,-0.682222222222222,0.281328571428571,0.127889285714286,-0.409366666666667,-0.606985714285714,-0.275925,-0.0933857142857142
1986-01-03,-0.0444422929369391,0.92819035418345,0.295070434062436,0.516068834741004,0.875357699296683,0.957804861605059,0.431707453999277,0.540351538931354,0.551537335395517,0.860424190712509,0.904866483649449
1986-01-06,-0.639955854336538,0.0288318451162931,0.239832529525048,-0.278374884587724,0.0867932930501357,-0.0717990781264008,-0.520504021101467,0.110244329101454,-0.119195478913921,-0.622520107492326,0.0174357468442116
1986-01-07,1.66555247067654,0.37764178726993,1.89949853982659,1.62638971056602,1.50176825030713,0.831393116989993,1.61144555646807,1.45340390343923,0.928447154332448,0.676887917444905,-0.988664553231638
1986-01-08,-1.81438875042242,-0.985266598741047,-2.05495660351896,-1.68465079158647,-2.2769989434324,-1.47269828424049,-1.5186050640184,-1.20549332495842,-0.907102526978002,-1.77087023735784,0.0435185130645848
1986-01-09,-1.05156712121035,-1.96508479227067,-1.89749694990008,-2.04864855005547,-1.88037017230954,-2.17174246409548,-2.41256313675317,-1.8796669251109,-1.66612162603598,-2.45116065250628,-1.39959353129593
1986-01-10,0.567678484702152,0.303112601097193,0.690976793393556,0.618371622556777,0.0513711302645566,0.467388205898679,0.656482489693721,0.204722136905535,-0.118327848785399,-0.770662873009858,-1.33834135771201
1986-01-13,-0.0573602306988198,0.151236990158393,0.262287318191248,0.651642216697509,0.35236083087191,0.530627451212632,0.471867704181721,0.170841053998403,0.229112395747794,0.771073338813918,0.828433569512737
1986-01-14,-0.626291083907809,0.88706901322665,0.0330004022081791,1.19783416711588,0.0804718649537929,0.330809969708525,0.518882954437626,-0.488668720063047,-0.248769604122359,1.18822282384133,1.81451390774914
1986-01-15,1.57437630876524,0.486964070738791,1.66122582361227,0.363034452839762,1.15445474354206,0.552589488959609,0.867479438545964,0.240918386627878,1.33332899755256,1.20924150055499,-0.36513480821025
1986-01-16,0.30057360023412,0.412804660732109,0.672717911988739,0.649583212076301,0.648380760795222,0.42967242575637,0.338905110741918,0.696775911134773,1.00163020789625,1.34374439500936,1.04317079477524
1986-01-17,-0.130180982717097,0.255640671616713,0.146473685881871,0.171556585645245,-0.289687005449655,-0.401350407785464,0.557339113856209,-0.242998598548765,0.800524890216778,-0.121212042233767,0.00896894048333
1986-01-20,-0.959300270999763,-0.239533940449864,-0.544910315698515,-0.495411207279624,0.177342545014748,-0.464813532239606,0.789892020423683,-0.411826307699811,-0.591697881571659,-0.444143948927954,0.51515632207181
1986-01-21,-1.02030582699686,-1.22789039444632,-0.226977594567589,-0.42456060624583,-0.162294743085945,-1.08987255945759,-0.16235970549876,-0.225098859709456,-0.511375849670037,0.298306847898649,1.31861267489551
1986-01-22,-1.33416494895773,-1.42084513522025,-0.576049159011689,-1.36021336173892,-0.420126365128705,-0.95518884121035,-0.63057638793346,-0.998310845216275,-0.164434541920581,-1.27922256233485,0.0549423866228849
1986-01-23,0.576918274557727,0.00646456253539673,0.678336863348327,0.246084663979081,0.410641315810015,0.572473082431727,-0.0226037536404416,0.0315365561940032,-0.544308404469479,-0.216884590227538,-0.793802864785265
1986-01-24,0.698642623912057,1.57013330064937,1.50112581930233,0.540727697245961,1.2771856568966,1.1020468944157,0.927954727692154,1.81207527657995,1.99789976716888,1.67374930465761,0.975106680745557
1986-01-27,-0.838755059382589,0.351509168705165,-0.0410778245276917,-0.129261048382098,0.477439957951714,-0.209776292068263,-0.0750200523001795,0.908931045889578,0.444303770485792,0.644006551952601,1.48276161133519
1986-01-28,-0.705647597156426,0.146763052740503,0.687360735997079,0.931712662808342,1.06811769324493,0.0896990103106037,0.958610966813301,0.391809016102564,1.12197516480359,1.62253971607685,2.32818731323328
1986-01-29,-1.07932096403725,-0.597651406696829,-1.47022847502659,0.461495587789847,-0.433717800096837,0.0162520910058942,-0.344444003280525,-0.817192276393304,-1.0254037791282,-1.28707541364179,-0.20775444960454
1986-01-30,0.432715494634951,0.570871254479234,0.266559180293503,0.858534833983677,0.0601160179333952,-0.278030432340642,0.198681929409302,0.122567258414938,0.348881750376124,0.24987710352446,-0.182838391110491
1986-01-31,0.241890182216642,0.802803428196346,0.294928857928819,0.260672971316978,1.16109697263624,0.433294515686706,0.45432693956244,0.616402247970027,0.91524885644293,0.861144928592699,0.619254746376057
1986-02-03,1.1371724137931,0.376560714285714,0.669031034482759,0.284225,0.527034482758621,0.498853571428571,0.471668965517241,1.02860357142857,0.620724137931035,0.554668965517241,-0.582503448275862
1986-02-04,-0.727502367637944,-0.573624150885823,-0.493295528775945,-0.430185531273737,0.460757579309597,-0.680668245217012,-0.135931513951574,0.461639138332429,-0.276109676059055,0.00117574103282437,0.728678108670768
1986-02-05,-0.603197218447592,-0.447111319243608,0.750363515435534,-0.129501442763679,0.823807958576092,-0.104046767655218,-0.252576940762194,0.626486350008883,0.613831205014797,0.762739971616015,1.36593719006361
1986-02-06,0.523616970962597,0.236888860983345,1.57873215918274,0.18832677920001,0.0568011365031292,-0.283067327507208,0.0859679159313392,1.07902994744171,0.818630035565658,-0.0356833198584805,-0.559300290821077
1986-02-07,0.0418153188964653,0.511712607199449,1.52127737155761,0.92446456058791,0.6584365955958,1.52073238536146,0.534051507672965,0.474189554495506,0.535715277014945,0.018615288108125,-0.0232000307883403
1986-02-10,0.127947642825685,1.0467528899394,-0.109760527289603,0.985684430328042,0.237211714206497,0.175358176320502,0.682767024693014,0.599547120475686,0.879902531074828,-0.0404042474329836,-0.168351890258669
1986-02-11,0.43184086690589,0.28567324503891,-0.291022964328676,0.205030726184622,-0.512415043946662,-0.0132073780504444,0.533139397450671,0.0300298138344342,0.339255882276695,0.155247449975611,-0.276593416930278
1986-02-12,0.563850759143149,0.368212989833993,0.539475197514707,0.102764119853109,0.655432164320974,0.408657765599261,0.757336520887997,0.0405595005361399,0.622255471169359,1.80274373352107,1.23889297437792
1986-02-13,-0.19695269406994,-0.0810350381179224,0.438350033447217,0.130723426628542,0.0766018889166551,0.111333772441863,0.588441934803899,0.364121278503703,1.04099170329928,1.09901152583257,1.29596421990251
1986-02-14,0.951408016393813,0.0650282069161504,0.119734496862963,0.683111581962716,0.685750079537827,0.916635372115853,-0.00142428407610307,1.8553091660599,0.395278315126134,1.17819470421892,0.22678668782511
1986-02-18,1.51711166935777,0.831823101447528,-0.196757085078958,0.535902928117391,0.522888709741477,0.42017311822827,0.23315882031438,0.403591781063347,0.547934416503816,1.47035336808434,-0.0467583012734241
1986-02-19,-1.39065725136272,-0.554761670905364,-0.973731521839025,0.146145539252855,-0.199707753586518,-1.19831948071779,-0.424981431931757,-1.17578673890337,-0.556268358612869,-1.17906126478234,0.211595986580377
1986-02-20,1.59090899819333,0.540361235655649,0.428969721850263,0.272222411663698,0.800717496602233,-0.687166838174975,0.346682399952933,0.56629285364301,0.52045704367959,0.948033263044511,-0.642875735148822
1986-02-21,0.900043747912294,1.41184827564637,1.64431272253531,1.73231093286992,1.35414180859866,1.58542994162197,1.78245134504195,0.473089362395366,0.730740120982608,1.10208811481441,0.202044366902116
1986-02-24,-0.205099898308863,1.02790339469819,0.0436401570553251,0.226566756775901,-0.617347190880044,-0.156657285431336,-0.0158728806449771,-0.604887297464283,0.088767855771634,0.301326859391513,0.506426757700376
1986-02-25,0.34453385039304,0.275100986980368,0.647012931406927,-1.09185990485614,0.365264856205812,0.288934090336885,0.314603228717282,1.15633401962342,-0.358800169852229,0.0666111667024122,-0.277922683690628
1986-02-26,0.543229973268199,-0.233790317104382,-0.440053176928169,-0.164495974750755,0.540249396126809,0.267257629126065,0.0758427440484648,0.281193277733218,0.234016509882132,0.721428590344045,0.178198617075845
1986-02-27,2.67194506988532,1.16581710430924,2.04855355433303,0.891337078160439,1.4743808053999,1.38217904519383,0.657277310262081,0.924621860740046,0.928534922019146,1.1631028692093,-1.50884220067602
1986-02-28,0.809028534828011,-0.666371373458562,-0.437018832870336,-0.274951778837147,1.21487955971312,0.190637615665262,0.424301144147039,0.179022453909499,-0.0526998870065095,-0.0492087616626837,-0.858237296490694
1986-03-03,-0.975443333333333,-0.0591357142857143,0.968836666666667,-0.0489892857142857,0.0922821428571428,-0.0280827586206897,-0.268324137931034,0.407755172413793,-0.190196551724138,0.192053333333333,1.16749666666667
1986-03-04,0.744073703169318,-0.469003602255219,1.25564526663359,0.510060763335381,0.347435145245786,1.0806928457771,0.806604551730633,0.252766482400779,0.666585936206322,-0.0925999277287992,-0.836673630898118
1986-03-05,0.308483439651038,-0.67108314568631,0.00732736321259353,-0.240819952573373,-0.636645011807949,-0.107514510286438,-0.431083113813984,-0.335367007634146,-0.471460087648909,-0.772763104917234,-1.08124654456827
1986-03-06,0.146234191503657,0.170253475079412,0.718070022777619,0.58303232087238,0.367758855659487,0.510523179610967,0.302493997642023,0.795515674695279,0.757561020639917,0.108493626461258,-0.0377405650423986
1986-03-07,0.490947083757844,-0.216785989108797,-0.227830592446932,0.0739799942369029,0.592081996561555,0.604646948345125,0.256449721442716,0.153458548907667,0.0828354999675603,0.540519338206814,0.0495722544489698
1986-03-10,0.408102640970576,1.23402872152368,0.66022116389481,0.31889665408258,0.904233874007847,0.127613256486577,0.849751641208616,0.248358497338372,0.784953063874101,1.14976512382753,0.741662482856953
1986-03-11,1.78438548646093,1.2279495482613,0.723784143113513,1.52557531583097,0.963367184191625,1.50115783102342,1.79933660456371,1.59733788867395,1.66914437627459,1.45180189786819,-0.332583588592743
1986-03-12,-0.438931264705099,1.36595164018246,-0.322644631789973,0.32691179689308,0.853978123957948,0.0856594246009559,0.0813685949383277,1.34349848226273,1.1241242883352,1.04960790333559,1.48853916804069
1986-03-13,1.33386036449277,0.114657445729891,0.287980599417343,-0.103332232931382,0.0566571929483594,-0.380920121864526,0.151476657784387,0.0128511592953082,-0.0211714797941853,-0.485037402958275,-1.81889776745105
